total_rx,trend,seasonality,state,total_rx_lag1,consumer_adherence_program_taccess_alazzo_klick_emails.sent_email,consumer_adheris_in_home.print,consumer_adheris_in_pharmacy.print,consumer_branded_crm.sent_email,consumer_branded_facebook.impressions,consumer_branded_website.sessions,consumer_disease_state_lighter_blue_crm.sent_email,consumer_disease_state_lighter_blue_facebook.impressions,consumer_disease_state_lighter_blue_website.sessions,consumer_display_ads.impressions,consumer_online_tv.impressions,consumer_savings_card_copay_other.claims,consumer_savings_card_copay_web.claims,consumer_savings_card_mobile.claims,consumer_sem.impressions,hcp_biopharm_clintopics_email.sent_email,hcp_biopharm_formularyfacts_email.sent_email,hcp_biopharm_patient_care_briefs_email.sent_email,hcp_biopharm_patient_care_insights_email.sent_email,hcp_biopharm_rx_peer_insights_email.sent_email,hcp_biopharm_targetads_email.sent_email,hcp_biopharm_vacantterritory_direct_mail.sent_mail,hcp_biopharm_vacantterritory_email.sent_email,hcp_branded_website.sessions,hcp_display_ads.impressions,hcp_emr_media_klick.impressions,hcp_lundbeck_iengage_remote_meeting.detail,hcp_lundbeck_sales_rep_detailing_f2f.detail,hcp_lundbeck_sales_rep_detailing_lunch_learn.detail,hcp_lundbeck_sales_rep_detailing_phone.detail,hcp_lundbeck_sales_rep_sampling_10mg.samples_10mg,hcp_lundbeck_sales_rep_sampling_5mg.samples_5mg,hcp_my_sample_closet.shipped_quantity,hcp_rep_approved_emails.sent_email,hcp_savings_card_copay_rep_delivered.claims,hcp_savings_card_copay_web.claims,hcp_savings_card_free_trial.claims,hcp_sem.impressions,hcp_speaker_programs_blitz.attendees,hcp_speaker_programs_off_site.attendees,hcp_speaker_programs_on_site.attendees,hcp_speaker_programs_virtual.attendees,hcp_takeda_iengage_remote_meeting.detail,hcp_takeda_sales_rep_detailing_direct_mail_staff.detail,hcp_takeda_sales_rep_detailing_f2f_hcp.detail,hcp_takeda_sales_rep_detailing_f2f_staff.detail,hcp_takeda_sales_rep_detailing_phone_hcp.detail,hcp_takeda_sales_rep_detailing_phone_staff.detail,hcp_takeda_sales_rep_sampling_10mg.samples_10mg,hcp_takeda_sales_rep_sampling_5mg.samples_5mg,hcp_teledetailing_call.completed_call,hcp_teledetailing_sample_fulfillment.shipped_quantity
2173.23386,0,October,IL,0,0,0,1335,0,0,17368,0,1241535,6513,1203405,0,50,238,0,68718,0,0,0,0,0,0,0,0,1705,0,0,0,1455,0,0,1408,663,0,21,573,12,19,29934,0,3,6,0,0,0,2402.2,0,0,0,0,0,0,0
3348.66326,0,October,IN,0,0,0,1429,0,0,9021,0,912294,2605,356293,0,32,202,0,36271,0,0,0,0,0,0,0,0,785,0,0,0,1557.5,0,0,1396,520,0,0,558,11,2,16739,0,21,3,2,0,0,2651,0,0,0,0,0,0,0
917.16862,0,October,KS,0,0,0,449,0,0,1943,0,375291,1010,139667,0,27,83,0,18460,0,0,0,0,0,0,0,0,217,0,0,0,410,0,0,325,126,0,0,296,13,0,7183,0,0,1,0,0,0,1871.2,0,0,0,0,0,0,0
1788.61046,0,October,KY,0,0,0,1037,0,0,5158,0,687887,1819,219375,0,40,143,0,25894,0,0,0,0,0,0,0,0,502,0,0,0,785,0,0,655,222,0,0,425,22,6,11060,0,2,5,11,0,0,2398.2,0,0,0,0,0,0,0
1778.7325,0,October,LA,0,0,0,685,0,0,3551,0,370020,1198,203728,0,35,175,0,25757,0,0,0,0,0,0,0,0,497,0,0,0,740,0,0,540,259,0,2,633,19,0,11264,0,66,21,0,0,0,2772,0,0,0,0,0,0,0
1357.47768,0,October,MA,0,0,0,0,0,0,6828,0,584342,3184,417388,0,17,95,0,39485,0,0,0,0,0,0,0,0,853,0,0,0,1325,0,0,743,482,0,2,155,4,0,17845,0,20,1,3,0,0,682.7,0,0,0,0,0,0,0
1523.63624,0,October,MD,0,0,0,472,0,0,3994,0,397017,1337,226899,0,22,98,0,30076,0,0,0,0,0,0,0,0,447,0,0,0,1056,0,0,557,349,0,1,326,14,1,14113,0,15,9,0,0,0,1723.5,0,0,0,0,0,0,0
219.528,0,October,ME,0,0,0,152,0,0,967,0,251593,651,66029,0,4,10,0,7058,0,0,0,0,0,0,0,0,149,0,0,0,186,0,0,90,43,0,3,42,1,3,3201,0,0,0,0,0,0,223.5,0,0,0,0,0,0,0
4059.07152,0,October,MI,0,0,0,2072,0,0,11345,0,1208202,5215,772757,0,27,152,0,56871,0,0,0,0,0,0,0,0,1250,0,0,0,1405,0,0,1515,579,0,1,407,17,0,25479,0,17,6,0,0,0,1715.9,0,0,0,0,0,0,0
821.43764,0,October,MN,0,0,0,0,0,0,3649,0,482109,2051,256440,0,7,42,0,27230,0,0,0,0,0,0,0,0,467,0,0,0,196,0,0,570,117,0,7,78,2,14,11985,0,1,1,0,0,0,626.2,0,0,0,0,0,0,0
2244.25772,0,October,MO,0,0,0,892,0,0,6707,0,740692,2503,388471,0,42,184,0,32716,0,0,0,0,0,0,0,0,657,0,0,0,933,0,0,1229,413,0,0,428,15,40,14390,0,0,4,0,0,0,2782.1,0,0,0,0,0,0,0
1090.3866,0,October,MS,0,0,0,411,0,0,2393,0,294797,819,128718,0,20,91,0,15809,0,0,0,0,0,0,0,0,335,0,0,0,396.5,0,0,351,140,0,1,262,13,0,7452,0,5,2,0,0,0,1989.5,0,0,0,0,0,0,0
165.4409,0,October,MT,0,0,0,75,0,0,591,0,161421,424,46288,0,4,9,0,4783,0,0,0,0,0,0,0,0,66,0,0,0,71,0,0,12,12,0,1,30,1,0,2195,0,7,0,0,0,0,392.5,0,0,0,0,0,0,0
3412.32444,0,October,NC,0,0,0,1248,0,0,10310,0,1008278,3576,585540,0,80,320,0,54799,0,0,0,0,0,0,0,0,1151,0,0,0,1447.5,0,0,1318,678,0,2,1025,40,0,24189,0,68,10,0,0,0,4838.6,0,0,0,0,0,0,0
176.86872,0,October,ND,0,0,0,0,0,0,552,0,92431,295,36999,0,3,19,0,3769,0,0,0,0,0,0,0,0,84,0,0,0,9,0,0,32,13,0,0,67,-1,6,1775,0,0,0,7,0,0,400.5,0,0,0,0,0,0,0
724.79488,0,October,NE,0,0,0,328,0,0,2233,0,228964,1007,129969,0,14,65,0,10379,0,0,0,0,0,0,0,0,270,0,0,0,420,0,0,567,224,0,0,258,7,0,4821,0,1,8,3,0,0,1025.2,0,0,0,0,0,0,0
253.82944,0,October,NH,0,0,0,158,0,0,936,0,151414,571,56483,0,2,22,0,7961,0,0,0,0,0,0,0,0,142,0,0,0,214,0,0,254,175,0,12,71,2,0,3264,0,17,0,0,0,0,181.5,0,0,0,0,0,0,0
2147.16794,0,October,NJ,0,0,0,919,0,0,7850,0,545303,2629,425273,0,49,158,0,44270,0,0,0,0,0,0,0,0,914,0,0,0,1732,0,0,1218,690,0,1,374,14,0,20855,0,29,13,0,0,0,2766.5,0,0,0,0,0,0,0
181.88596,0,October,NM,0,0,0,102,0,0,1135,0,301982,623,82760,0,6,9,0,8711,0,0,0,0,0,0,0,0,114,0,0,0,163,0,0,132,66,0,0,32,0,0,4025,0,1,0,0,0,0,359.6,0,0,0,0,0,0,0
365.8314,0,October,NV,0,0,0,143,0,0,2389,0,265473,961,207501,0,9,32,0,12966,0,0,0,0,0,0,0,0,266,0,0,0,338,0,0,215,160,0,0,80,2,0,6108,0,24,3,0,0,0,690.2,0,0,0,0,0,0,0
4854.125,0,October,NY,0,0,0,1880,0,0,22652,0,1482612,7223,1366900,0,77,274,0,110688,0,0,0,0,0,0,0,0,2403,0,0,0,3932,0,0,3232,1480,0,6,738,24,0,51041,0,71,34,0,0,0,5563.9,0,0,0,0,0,0,0
3888.4017,0,October,OH,0,0,0,2300,0,0,10201,0,1430252,4519,576039,0,65,210,0,63259,0,0,0,0,0,0,0,0,1164,0,0,0,2564.5,0,0,1739,718,0,1,647,24,6,27370,0,49,29,1,0,0,3338.3,0,0,0,0,0,0,0
878.75348,0,October,OK,0,0,0,0,0,0,2349,0,464789,1231,179644,0,10,97,0,19559,0,0,0,0,0,0,0,0,298,0,0,0,382,0,0,323,132,0,1,241,7,24,8437,0,10,6,0,0,0,1512.3,0,0,0,0,0,0,0
511.08272,0,October,OR,0,0,0,353,0,0,2573,0,436290,1717,242000,0,3,34,0,19945,0,0,0,0,0,0,0,0,288,0,0,0,356,0,0,291,118,0,0,91,6,0,8503,0,0,5,0,0,0,546.7,0,0,0,0,0,0,0
2606.40448,0,October,PA,0,0,0,1043,0,0,11793,0,1319685,4904,664631,0,47,206,0,71743,0,0,0,0,0,0,0,0,1392,0,0,0,2000,0,0,1998,860,0,4,572,22,4,31067,0,23,4,0,0,0,3388.2,0,0,0,0,0,0,0
1,0,October,PR,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,244.2,0,0,0,0,0,0,0
227.57616,0,October,RI,0,0,0,65,0,0,783,0,115381,389,45806,0,7,14,0,6046,0,0,0,0,0,0,0,0,108,0,0,0,208,0,0,219,123,0,2,59,1,1,2781,0,1,0,0,0,0,315,0,0,0,0,0,0,0
1348.93738,0,October,SC,0,0,0,491,0,0,3830,0,489053,1405,212966,0,27,153,0,24943,0,0,0,0,0,0,0,0,423,0,0,0,605,0,0,603,279,0,1,507,18,0,10929,0,2,7,0,0,0,2191.5,0,0,0,0,0,0,0
167.31434,0,October,SD,0,0,0,29,0,0,489,0,146975,324,36790,0,9,16,0,4174,0,0,0,0,0,0,0,0,51,0,0,0,22,0,0,28,0,0,2,27,0,2,1786,0,0,0,5,0,0,208.5,0,0,0,0,0,0,0
2094.97364,0,October,TN,0,0,0,1234,0,0,7522,0,814324,2932,435383,0,40,149,0,40400,0,0,0,0,0,0,0,0,953,0,0,0,1054,0,0,1080,482,0,0,514,17,32,17621,0,6,1,2,0,0,3565.9,0,0,0,0,0,0,0
7363.69342,0,October,TX,0,0,0,3778,0,0,30958,0,2160184,9567,2101266,0,129,737,0,138503,0,0,0,0,0,0,0,0,3365,0,0,0,2941.5,0,0,2673,1091,0,2,2233,73,1,62677,0,45,33,0,0,0,9854.7,0,0,0,0,0,0,0
563.15262,0,October,UT,0,0,0,282,0,0,2239,0,273735,1277,173281,0,5,75,0,15480,0,0,0,0,0,0,0,0,274,0,0,0,333,0,0,305,109,0,0,135,11,0,7527,0,0,0,0,0,0,1201.6,0,0,0,0,0,0,0
1714.93036,0,October,VA,0,0,0,674,0,0,6599,0,735062,2457,383798,0,42,142,0,44137,0,0,0,0,0,0,0,0,793,0,0,0,1420,0,0,1072,538,0,6,488,22,3,19288,0,20,11,0,0,0,3334.8,0,0,0,0,0,0,0
2.40694,0,October,VI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
128.38826,0,October,VT,0,0,0,49,0,0,342,0,94270,267,24144,0,1,5,0,3103,0,0,0,0,0,0,0,0,55,0,0,0,89,0,0,82,33,0,0,1,0,0,1327,0,0,0,0,0,0,83,0,0,0,0,0,0,0
623.14022,0,October,WA,0,0,0,411,0,0,5486,0,674059,3149,525803,0,13,58,0,33192,0,0,0,0,0,0,0,0,597,0,0,0,580,0,0,475,232,0,0,109,6,0,14725,0,0,10,0,0,0,745.3,0,0,0,0,0,0,0
635.81652,0,October,WI,0,0,0,352,0,0,3747,0,638514,2207,281303,0,12,48,0,25561,0,0,0,0,0,0,0,0,385,0,0,0,684,0,0,556,293,0,0,86,5,9,10716,0,5,0,0,0,0,402.4,0,0,0,0,0,0,0
598.02454,0,October,WV,0,0,0,271,0,0,1548,0,333073,762,88544,0,4,20,0,10956,0,0,0,0,0,0,0,0,208,0,0,0,310,0,0,313,131,0,0,98,2,6,5043,0,0,0,0,0,0,1474.9,0,0,0,0,0,0,0
125.76828,0,October,WY,0,0,0,61,0,0,331,0,90012,225,28496,0,4,6,0,2714,0,0,0,0,0,0,0,0,41,0,0,0,21,0,0,24,18,0,0,34,0,0,1127,0,0,7,0,0,0,176.5,0,0,0,0,0,0,0
146.0203,1,November,AK,141.33924,0,0,87,0,0,374,0,82063,219,34721,0,0,2,0,3510,0,0,0,0,0,0,0,0,21,0,0,0,84,0,0,48,24,0,0,8,0,0,823,0,0,0,0,0,0,11,0,0,0,84,56,0,0
2509.9629,1,November,AL,1889.34232,0,0,644,0,0,4847,0,512984,1405,219997,0,28,215,0,36610,0,0,0,0,0,0,0,0,459,0,0,0,513,0,0,332,108,0,0,802,36,3,7031,0,11,5,0,0,0,2149.9,0,0,0,4821,1338,0,0
728.39088,1,November,AR,554.40478,0,0,239,0,0,2286,0,336599,788,135130,0,9,61,0,20725,0,0,0,0,0,0,0,0,162,0,0,0,112,0,0,202,69,0,0,186,3,0,3830,0,25,0,0,0,0,1503.4,0,0,0,2496,952,0,0
1386.107564,1,November,AZ,1057.52366,0,0,665,0,0,5460,0,564617,1874,288993,0,13,94,0,43724,0,0,0,0,0,0,0,0,463,0,0,0,466.5,0,0,482,271,0,0,280,9,25,7829,0,1,0,0,0,0,1611.7,0,0,0,2512,1267,0,0
8181.202216,1,November,CA,6128.38954,0,0,1372,0,0,39239,0,1910044,11374,1974484,0,71,332,0,196977,0,0,0,0,0,0,0,0,2308,0,0,0,3489.5,0,0,2955,1754,0,2,1052,48,0,40379,0,57,16,3,0,0,6899.7,0,0,0,10119,4515,0,0
1054.696424,1,November,CO,807.59754,0,0,659,0,0,4923,0,465511,1811,272351,0,10,64,0,33700,0,0,0,0,0,0,0,0,417,0,0,0,308,0,0,280,216,0,0,156,4,0,6217,0,3,10,0,0,0,1169.7,0,0,0,1753,867,0,0
2142.597408,1,November,CT,1575.2522,0,0,531,0,0,2980,0,230640,1305,132134,0,11,72,0,28019,0,0,0,0,0,0,0,0,325,0,0,0,761,0,0,674,328,0,16,199,8,0,5628,0,9,0,0,0,0,1300.1,0,0,0,2042,634,0,0
268.530372,1,November,DC,204.18054,0,0,20,0,0,6368,0,30212,1499,292335,0,1,17,0,17088,0,0,0,0,0,0,0,0,409,0,0,0,308,0,0,164,80,0,0,24,3,0,2810,0,8,0,0,0,0,165,0,0,0,52,28,0,0
292.707144,1,November,DE,224.1397,0,0,175,0,0,713,0,66632,192,32335,0,3,12,0,6253,0,0,0,0,0,0,0,0,46,0,0,0,311,0,0,112,93,0,0,42,3,0,1185,0,0,0,0,0,0,239.5,0,0,0,408,221,0,0
5270.816476,1,November,FL,4016.39252,0,0,1683,0,0,20639,0,1415797,5556,935162,0,70,369,0,142416,0,0,0,0,0,0,0,0,1542,0,0,0,2030.5,0,0,1992,669,0,12,985,56,80,25486,0,26,33,2,0,0,4797,0,0,0,9482,4218,0,0
3306.168744,1,November,GA,2537.20648,0,0,1020,0,0,19291,0,786999,4134,833389,0,49,266,0,77891,0,0,0,0,0,0,0,0,1270,0,0,0,811,0,0,886,331,0,0,824,31,3,15056,0,15,12,0,0,0,2544.6,0,0,0,6415,2765,0,0
276.887924,1,November,HI,216.53498,0,0,54,0,0,838,0,67037,352,65711,0,7,19,0,5606,0,0,0,0,0,0,0,0,73,0,0,0,92,0,0,68,24,0,0,58,2,0,1495,0,12,0,0,0,0,152,0,0,0,281,89,0,0
587.094456,1,November,IA,440.40958,0,0,0,0,0,2247,0,337367,1016,125549,0,5,28,0,20410,0,0,0,0,0,0,0,0,153,0,0,0,457,0,0,473,114,0,1,65,4,15,3514,0,3,5,0,0,0,744.7,0,0,0,1358,308,0,0
454.567124,1,November,ID,328.60822,0,0,214,0,0,1074,0,160029,557,70676,0,5,25,0,10176,0,0,0,0,0,0,0,0,92,0,0,0,222,0,0,118,57,0,1,61,1,0,1972,0,0,0,0,0,0,600.5,0,0,0,1005,447,0,0
2878.1727,1,November,IL,2173.23386,0,0,1414,0,0,19957,0,1081703,5856,1033480,0,58,241,0,88941,0,0,0,0,0,0,0,0,1174,0,0,0,1250,0,0,1138,481,0,8,614,19,11,16840,0,15,4,0,0,0,1959.9,0,0,0,3998,1778,0,0
4360.823996,1,November,IN,3348.66326,0,0,1486,0,0,7686,0,785461,2256,328300,0,33,204,0,48631,0,0,0,0,0,0,0,0,581,0,0,0,1395.5,0,0,1042,306,0,0,559,24,1,9700,0,49,22,4,0,0,2420.5,0,0,0,5390,2271,0,0
1185.12624,1,November,KS,917.16862,0,0,435,0,0,2320,0,308475,818,124056,0,28,89,0,19229,0,0,0,0,0,0,0,0,197,0,0,0,421,0,0,227,141,0,1,284,14,1,3619,0,0,7,0,0,0,1404.2,0,0,0,1756,867,0,0
2282.331128,1,November,KY,1788.61046,0,0,1044,0,0,4504,0,596026,1568,201343,0,32,150,0,35669,0,0,0,0,0,0,0,0,373,0,0,0,773,0,0,735,260,0,1,462,16,3,6838,0,0,2,1,0,0,2053.5,0,0,0,4691,1802,0,0
2405.35318,1,November,LA,1778.7325,0,0,713,0,0,4101,0,330600,972,196844,0,42,198,0,33272,0,0,0,0,0,0,0,0,405,0,0,0,665,0,0,446,160,0,0,647,23,0,6135,0,17,3,0,0,0,2131.1,0,0,0,3812,1439,0,0
1744.899424,1,November,MA,1357.47768,0,0,0,0,0,7551,0,492918,3122,340259,0,14,104,0,50073,0,0,0,0,0,0,0,0,632,0,0,0,1175,0,0,749,477,0,3,162,2,1,9661,0,10,3,2,0,0,805.4,0,0,0,858,506,0,0
2020.992284,1,November,MD,1523.63624,0,0,478,0,0,4381,0,334738,1317,193892,0,10,94,0,39423,0,0,0,0,0,0,0,0,351,0,0,0,1051.5,0,0,653,423,0,0,338,16,0,8022,0,1,6,0,0,0,1505.8,0,0,0,2382,1305,0,0
275.089988,1,November,ME,219.528,0,0,154,0,0,1007,0,192471,654,57275,0,3,12,0,9686,0,0,0,0,0,0,0,0,94,0,0,0,162,0,0,48,29,0,5,44,1,2,1745,0,4,0,0,0,0,207.5,0,0,0,307,139,0,0
5167.752584,1,November,MI,4059.07152,0,0,2037,0,0,12791,0,1020361,4449,652369,0,28,164,0,75813,0,0,0,0,0,0,0,0,912,0,0,0,1310,0,0,1274,546,0,44,419,9,0,14300,0,4,5,0,0,0,1535.7,0,0,0,3583,1274,0,0
1067.36882,1,November,MN,821.43764,0,0,0,0,0,4445,0,412441,1979,236008,0,5,43,0,37153,0,0,0,0,0,0,0,0,348,0,0,0,203,0,0,462,114,0,67,93,2,19,6953,0,1,17,0,0,0,485.5,0,0,0,1493,563,0,0
2880.614512,1,November,MO,2244.25772,0,0,854,0,0,7549,0,659342,2187,337984,0,49,180,0,42981,0,0,0,0,0,0,0,0,535,0,0,0,843,0,0,1117,334,0,7,432,12,39,7897,0,2,3,0,0,0,2257.3,0,0,0,3346,1088,0,0
1479.22428,1,November,MS,1090.3866,0,0,425,0,0,2575,0,285286,681,119684,0,16,107,0,19755,0,0,0,0,0,0,0,0,247,0,0,0,402,0,0,212,49,0,0,238,21,1,4127,0,0,6,0,0,0,1633.5,0,0,0,3860,1457,0,0
199.887568,1,November,MT,165.4409,0,0,72,0,0,607,0,129132,416,41113,0,3,14,0,6400,0,0,0,0,0,0,0,0,59,0,0,0,79,0,0,16,20,0,6,29,1,0,1124,0,0,0,0,0,0,270.5,0,0,0,272,82,0,0
4589.467544,1,November,NC,3412.32444,0,0,1281,0,0,11868,0,912647,3336,535054,0,84,351,0,73050,0,0,0,0,0,0,0,0,997,0,0,0,1393,0,0,1421,566,0,3,1118,55,1,14200,0,13,0,0,0,0,4118.4,0,0,0,5709,2814,0,0
250.02632,1,November,ND,176.86872,0,0,0,0,0,683,0,75611,289,33737,0,6,25,0,5134,0,0,0,0,0,0,0,0,61,0,0,0,4,0,0,7,6,0,0,80,3,6,1030,0,0,0,4,0,0,274,0,0,0,644,274,0,0
960.177364,1,November,NE,724.79488,0,0,348,0,0,2620,0,189334,799,111392,0,12,87,0,14235,0,0,0,0,0,0,0,0,245,0,0,0,367.5,0,0,461,119,0,0,251,8,2,2942,0,0,0,5,0,0,904.5,0,0,0,2004,510,0,0
347.930212,1,November,NH,253.82944,0,0,171,0,0,1070,0,135253,559,68073,0,5,19,0,10827,0,0,0,0,0,0,0,0,89,0,0,0,150,0,0,194,114,0,9,69,2,0,1889,0,4,4,0,0,0,222,0,0,0,284,242,0,0
2853.827436,1,November,NJ,2147.16794,0,0,971,0,0,8555,0,468280,2468,336082,0,45,161,0,57399,0,0,0,0,0,0,0,0,713,0,0,0,1309,0,0,1002,634,0,0,370,21,0,11590,0,56,7,0,0,0,2554.1,0,0,0,3141,1727,0,0
216.723128,1,November,NM,181.88596,0,0,99,0,0,1205,0,258396,564,78220,0,5,11,0,10867,0,0,0,0,0,0,0,0,65,0,0,0,170,0,0,78,36,0,0,33,1,0,2030,0,5,0,0,0,0,286.9,0,0,0,454,128,0,0
511.542236,1,November,NV,365.8314,0,0,158,0,0,3032,0,230610,821,159772,0,11,36,0,15654,0,0,0,0,0,0,0,0,137,0,0,0,262,0,0,146,70,0,0,76,6,0,3183,0,14,0,0,0,0,578.5,0,0,0,1175,274,0,0
6400.278816,1,November,NY,4854.125,0,0,1935,0,0,22878,0,1263055,6786,1095169,0,77,256,0,136584,0,0,0,0,0,0,0,0,1806,0,0,0,3355,0,0,2231,1206,0,35,835,26,0,27838,0,70,24,0,0,0,5334.1,0,0,0,6853,2906,0,0
5068.97974,1,November,OH,3888.4017,0,0,2340,0,0,11722,0,1223717,3646,536388,0,63,230,0,84758,0,0,0,0,0,0,0,0,811,0,0,0,2393,0,0,1449,452,0,0,668,29,4,15813,0,17,14,1,0,0,2631.7,0,0,0,4426,1517,0,0
1182.741624,1,November,OK,878.75348,0,0,0,0,0,2801,0,414635,964,165449,0,13,105,0,26015,0,0,0,0,0,0,0,0,223,0,0,0,331,0,0,268,123,0,1,270,7,18,4712,0,10,11,0,0,0,1322,0,0,0,2704,1371,0,0
